"Offense","Offense Conference","Defense","Defense Conference","Game Id","Id","Drive Number","Scoring","Start Period","Start Yardline","Start Yards To Goal","Start Time Minutes","Start Time Seconds","End Period","End Yardline","End Yards To Goal","End Time Minutes","End Time Seconds","Elapsed Minutes","Elapsed Seconds","Plays","Yards","Drive Result","Is Home Offense","Start Offense Score","Start Defense Score","End Offense Score","End Defense Score"
"South Alabama","Sun Belt","UL Monroe","Sun Belt","401531885","40153188512","12","false","3","62","62","13","24","3","25","25","9","28","3","56","8","37","MISSED FG","false","31","7","31","7"
"UL Monroe","Sun Belt","South Alabama","Sun Belt","401531885","40153188513","13","false","3","25","75","9","28","3","28","72","7","37","1","51","3","3","PUNT","true","7","31","7","31"
"South Alabama","Sun Belt","UL Monroe","Sun Belt","401531885","40153188514","14","true","3","58","58","7","37","3","0","0","4","46","2","51","8","58","TD","false","31","7","38","7"
"UL Monroe","Sun Belt","South Alabama","Sun Belt","401531885","40153188515","15","false","3","25","75","4","46","3","30","70","3","33","1","13","3","5","PUNT","true","7","38","7","38"
"South Alabama","Sun Belt","UL Monroe","Sun Belt","401531885","40153188516","16","true","3","68","68","3","33","3","0","0","1","23","2","10","6","68","TD","false","38","7","45","7"
"UL Monroe","Sun Belt","South Alabama","Sun Belt","401531885","40153188517","17","false","3","7","93","1","19","4","46","54","13","44","2","35","8","39","INT","true","7","45","7","45"
"South Alabama","Sun Belt","UL Monroe","Sun Belt","401531885","40153188518","18","true","4","59","59","13","44","4","28","28","10","33","3","11","7","31","FG","false","45","7","48","7"
"UL Monroe","Sun Belt","South Alabama","Sun Belt","401531885","40153188519","19","false","4","30","70","10","28","4","80","20","7","16","3","12","7","50","DOWNS","true","7","48","7","48"
"South Alabama","Sun Belt","UL Monroe","Sun Belt","401531885","40153188520","20","true","4","80","80","7","16","4","0","0","1","20","5","56","13","80","TD","false","48","7","55","7"
"UL Monroe","Sun Belt","South Alabama","Sun Belt","401531885","40153188521","21","false","4","25","75","1","20","4","55","45","0","0","1","20","3","30","END OF GAME","true","7","55","7","55"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","4015318861","1","false","1","75","75","15","0","1","71","71","11","40","3","20","6","4","PUNT","false","0","0","0","0"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","4015318862","2","false","1","42","58","11","40","1","46","54","10","15","1","25","3","4","PUNT","true","0","0","0","0"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","4015318863","3","false","1","99","99","10","15","1","63","63","8","52","1","23","4","36","PUNT","false","0","0","0","0"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","4015318864","4","true","1","25","75","8","52","1","96","4","2","26","6","26","13","71","FG","true","0","0","3","0"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","4015318865","5","true","1","65","65","2","26","1","47","47","0","9","2","17","5","18","PUNT TD","false","0","3","0","10"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","4015318866","6","true","1","80","80","0","4","2","0","0","14","24","0","40","4","80","TD","false","0","10","7","10"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","4015318867","7","false","2","7","93","14","16","2","55","45","9","14","5","2","9","48","PUNT","true","10","7","10","7"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","4015318868","8","false","2","80","80","9","14","2","78","78","7","59","1","15","3","2","PUNT","false","7","10","7","10"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","4015318869","9","false","2","40","60","7","59","2","54","46","4","34","3","25","5","14","PUNT","true","10","7","10","7"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188610","10","false","2","88","88","4","34","2","46","46","0","51","3","43","9","42","PUNT","false","7","10","7","10"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188611","11","false","2","20","80","0","51","2","34","66","0","0","0","51","4","14","END OF HALF","true","10","7","10","7"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188612","12","false","3","52","48","14","50","3","50","50","13","25","1","25","3","-2","PUNT","true","10","7","10","7"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188613","13","false","3","91","91","13","25","3","86","86","12","13","1","12","3","5","PUNT","false","7","10","7","10"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188614","14","true","3","45","55","12","13","3","86","14","7","32","4","41","12","41","FG","true","10","7","13","7"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188615","15","false","3","74","74","7","26","3","65","65","6","12","1","14","3","9","PUNT","false","7","13","7","13"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188616","16","false","3","26","26","6","12","3","22","22","4","50","1","22","4","4","DOWNS","false","7","13","7","13"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188617","17","false","3","22","78","4","50","3","30","70","3","24","1","26","3","8","PUNT","true","13","7","13","7"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188618","18","true","3","61","61","3","24","3","13","13","0","12","3","12","8","48","FG","false","7","13","10","13"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188619","19","false","3","11","89","0","8","4","30","70","12","17","2","51","6","19","PUNT","true","13","10","13","10"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188620","20","true","4","62","62","12","17","4","0","0","11","19","0","58","3","62","TD","false","10","13","17","13"
"Southern Miss","Sun Belt","Old Dominion","Sun Belt","401531886","40153188621","21","false","4","25","75","11","19","4","99","1","3","51","7","28","14","74","DOWNS","true","13","17","13","17"
"Old Dominion","Sun Belt","Southern Miss","Sun Belt","401531886","40153188622","22","false","4","99","99","3","51","4","77","77","0","0","3","51","7","22","END OF GAME","false","17","13","17","13"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","4015318871","1","true","1","25","75","15","0","1","100","0","9","50","5","10","12","75","TD","true","0","0","7","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","4015318872","2","false","1","75","75","9","50","1","73","73","8","37","1","13","3","2","PUNT","false","0","7","0","7"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","4015318873","3","false","1","36","64","8","37","1","40","60","7","48","0","49","3","4","PUNT","true","7","0","7","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","4015318874","4","false","1","83","83","7","48","1","73","73","4","2","3","46","6","10","PUNT","false","0","7","0","7"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","4015318875","5","false","1","20","80","4","2","1","5","95","1","4","2","58","5","-15","FUMBLE","true","7","0","7","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","4015318876","6","false","1","83","83","1","4","2","56","56","14","13","1","51","4","27","PUNT","false","0","7","0","7"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","4015318877","7","true","2","29","71","14","13","2","100","0","12","11","2","2","6","71","TD","true","7","0","14","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","4015318878","8","false","2","75","75","12","11","2","69","69","10","25","1","46","3","6","PUNT","false","0","14","0","14"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","4015318879","9","false","2","31","69","10","25","2","30","70","8","33","1","52","3","-1","PUNT","true","14","0","14","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188710","10","false","2","71","71","8","33","2","63","63","6","59","1","34","4","8","DOWNS","false","0","14","0","14"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188711","11","true","2","63","37","6","59","2","90","10","3","47","3","12","7","27","FG","true","14","0","17","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188712","12","false","2","75","75","3","47","2","36","36","0","51","2","56","8","39","DOWNS","false","0","17","0","17"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188713","13","true","2","36","64","0","51","2","89","11","0","0","0","51","7","53","FG","true","17","0","20","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188714","14","false","3","40","40","14","52","3","19","19","12","18","2","34","7","21","DOWNS","false","0","20","0","20"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188715","15","true","3","19","81","12","18","3","78","22","7","59","4","19","9","59","FG","true","20","0","23","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188716","16","false","3","59","59","7","52","3","51","51","6","38","1","14","3","8","PUNT","false","0","23","0","23"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188717","17","false","3","6","94","6","38","3","24","76","3","11","3","27","5","18","PUNT","true","23","0","23","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188718","18","false","3","68","68","3","11","3","47","47","1","46","1","25","4","21","PUNT","false","0","23","0","23"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188719","19","true","3","5","95","1","46","4","100","0","12","46","4","0","8","95","TD","true","23","0","30","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188720","20","false","4","75","75","12","46","4","61","61","9","46","3","0","5","14","PUNT","false","0","30","0","30"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188721","21","true","4","22","78","9","46","4","100","0","8","13","1","33","3","78","TD","true","30","0","37","0"
"Arkansas State","Sun Belt","Troy","Sun Belt","401531887","40153188722","22","true","4","75","75","8","13","4","28","28","3","51","4","22","13","47","FG","false","0","37","3","37"
"Troy","Sun Belt","Arkansas State","Sun Belt","401531887","40153188723","23","false","4","25","75","3","51","4","45","55","0","0","3","51","6","20","DOWNS","true","37","3","37","3"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","4015324141","1","false","1","79","79","14","55","1","39","39","11","31","3","24","7","40","DOWNS","false","0","0","0","0"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","4015324142","2","true","1","39","61","11","31","1","65","35","5","54","5","37","9","26","FG","true","0","0","3","0"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","4015324143","3","true","1","69","69","5","47","1","20","20","3","6","2","41","6","49","FG","false","0","3","3","3"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","4015324144","4","true","1","35","65","3","6","2","100","0","12","57","5","9","11","65","TD","true","3","3","10","3"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","4015324145","5","false","2","57","57","12","53","2","38","38","11","15","1","38","3","19","FUMBLE","false","3","10","3","10"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","4015324146","6","true","2","38","62","11","15","2","100","0","6","36","4","39","9","62","TD","true","10","3","17","3"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","4015324147","7","true","2","71","71","6","32","2","0","0","2","32","4","0","8","71","TD","false","3","17","10","17"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","4015324148","8","false","2","35","65","2","31","2","42","58","1","36","0","55","3","7","PUNT","true","17","10","17","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","4015324149","9","false","2","79","79","1","36","2","80","80","1","9","0","27","3","-1","PUNT","false","10","17","10","17"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241410","10","false","2","44","56","1","9","2","58","42","0","24","0","45","5","14","PUNT","true","17","10","17","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241411","11","false","2","89","89","0","24","2","91","91","0","0","0","24","1","-2","END OF HALF","false","10","17","10","17"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241412","12","true","3","25","75","14","56","3","100","0","10","33","4","23","8","75","TD","true","17","10","24","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241413","13","false","3","86","86","10","28","3","44","44","7","28","3","0","5","42","PUNT","false","10","24","10","24"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241414","14","false","3","6","94","7","28","3","5","95","6","28","1","0","3","-1","PUNT","true","24","10","24","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241415","15","false","3","47","47","6","28","3","44","44","4","29","1","59","3","3","PUNT","false","10","24","10","24"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241416","16","false","3","30","70","4","29","4","67","33","14","17","5","12","11","37","MISSED FG","true","24","10","24","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241417","17","false","4","67","67","14","17","4","52","52","12","1","2","16","5","15","PUNT","false","10","24","10","24"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241418","18","false","4","19","81","12","1","4","18","82","10","57","1","4","3","-1","PUNT","true","24","10","24","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241419","19","false","4","35","35","10","57","4","7","7","6","38","4","19","10","28","DOWNS","false","10","24","10","24"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241420","20","false","4","7","93","6","38","4","9","91","3","10","3","28","5","2","PUNT","true","24","10","24","10"
"Ball State","Mid-American","Eastern Michigan","Mid-American","401532414","40153241421","21","false","4","78","78","3","10","4","31","31","0","14","2","56","10","47","FUMBLE","false","10","24","10","24"
"Eastern Michigan","Mid-American","Ball State","Mid-American","401532414","40153241422","22","false","4","31","69","0","14","4","29","71","0","0","0","14","1","-2","END OF HALF","true","24","10","24","10"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","4015324152","1","false","1","23","77","14","55","1","29","71","13","4","1","58","3","6","PUNT","true","0","0","0","0"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","4015324153","2","true","1","76","76","12","53","1","97","97","0","0","0","47","3","76","TD","false","0","0","0","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","4015324155","3","false","1","75","75","12","15","1","62","62","8","50","3","32","7","13","PUNT","false","0","7","0","7"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","4015324156","4","false","1","30","70","8","43","1","50","50","7","4","1","39","5","20","DOWNS","true","7","0","7","0"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","4015324157","5","false","1","50","50","7","4","1","50","50","7","4","0","8","1","0","FUMBLE","false","0","7","0","7"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","4015324158","6","true","1","38","62","6","54","1","99","1","3","13","3","46","9","61","FG","true","7","0","10","0"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241510","7","true","1","75","75","3","10","2","3","3","0","0","7","13","18","75","TD","false","0","10","7","10"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241512","8","true","2","24","76","10","48","2","74","26","5","5","5","48","13","50","FG","true","10","7","13","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241514","9","false","2","75","75","5","0","2","76","76","4","22","0","44","3","-1","INT","false","7","13","7","13"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241515","10","true","2","57","43","4","16","2","97","3","0","0","2","28","5","43","TD","true","13","7","20","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241517","11","false","2","75","75","1","48","2","52","52","1","6","0","43","6","23","DOWNS","false","7","20","7","20"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241518","12","true","2","52","48","1","1","3","70","30","0","13","1","5","5","18","FG","true","20","7","23","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241520","13","true","3","75","75","15","0","3","97","97","0","0","1","44","4","75","TD","false","7","23","7","30"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241522","14","false","3","75","75","13","16","3","53","53","11","21","2","1","7","22","DOWNS","false","7","30","7","30"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241523","15","true","3","53","47","11","15","3","97","3","0","0","1","56","6","47","TD","true","30","7","37","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241525","16","false","3","75","75","9","19","3","76","76","7","27","1","59","4","-1","PUNT","false","7","37","7","37"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241526","17","false","3","40","60","7","15","3","46","54","6","32","0","58","3","6","PUNT","true","37","7","37","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241527","18","false","3","95","95","6","22","3","61","61","3","24","3","7","8","34","PUNT","false","7","37","7","37"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241528","19","false","3","15","85","3","15","3","22","78","1","56","1","33","3","7","PUNT","true","37","7","37","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241529","20","false","3","51","51","1","42","3","55","55","0","34","1","14","4","-4","PUNT","false","7","37","7","37"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241530","21","false","3","16","84","0","28","4","94","6","6","25","9","7","16","78","MISSED FG","true","37","7","37","7"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241531","22","true","4","80","80","6","21","4","3","3","0","0","3","38","10","80","TD","false","7","37","13","37"
"Buffalo","Mid-American","Central Michigan","Mid-American","401532415","40153241533","23","false","4","38","62","2","42","4","37","63","0","59","1","49","3","-1","PUNT","true","37","13","37","13"
"Central Michigan","Mid-American","Buffalo","Mid-American","401532415","40153241534","24","false","4","73","73","0","53","4","105","105","0","0","0","53","4","32","Uncategorized","false","13","37","13","37"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","4015324161","1","true","1","0","100","15","0","1","0","100","3","29","11","31","17","75","TD","true","0","0","7","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","4015324162","2","false","1","75","75","3","29","1","62","62","1","13","2","16","5","13","PUNT","false","0","7","0","7"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","4015324163","3","false","1","19","81","1","13","2","0","100","11","0","5","13","8","61","FUMBLE","true","7","0","7","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","4015324164","4","false","2","63","63","11","0","2","57","57","7","29","3","31","5","6","PUNT","false","0","7","0","7"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","4015324165","5","false","2","30","70","7","29","2","0","100","7","26","0","3","3","7","PUNT","true","7","0","7","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","4015324166","6","false","2","79","79","7","26","2","64","64","4","45","2","41","5","15","PUNT","false","0","7","0","7"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","4015324167","7","true","2","18","82","4","45","2","0","100","0","52","3","53","10","82","TD","true","7","0","14","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","4015324168","8","false","2","75","75","0","52","2","77","77","0","0","0","52","1","-2","END OF HALF","false","0","14","0","14"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","4015324169","9","false","3","0","0","15","0","3","0","0","8","50","6","10","15","47","MISSED FG","false","0","14","0","14"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","40153241610","10","true","3","28","72","8","50","3","0","100","3","33","5","17","9","72","TD","true","14","0","21","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","40153241611","11","false","3","75","75","3","33","3","50","50","1","43","1","50","4","25","INT","false","0","21","0","21"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","40153241612","12","true","3","64","36","1","43","3","66","34","0","9","1","34","4","2","FG","true","21","0","24","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","40153241613","13","false","3","75","75","0","9","4","72","72","13","15","1","54","5","3","PUNT","false","0","24","0","24"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","40153241614","14","true","4","36","64","13","15","4","0","100","3","21","9","54","13","51","FG","true","24","0","27","0"
"Bowling Green","Mid-American","Miami (OH)","Mid-American","401532416","40153241615","15","false","4","59","59","3","21","4","56","56","2","4","1","17","3","3","PUNT","false","0","27","0","27"
"Miami (OH)","Mid-American","Bowling Green","Mid-American","401532416","40153241616","16","false","4","7","93","2","4","4","0","100","0","0","2","4","3","4","END OF GAME","true","27","0","27","0"
"Ohio","Mid-American","Kent State","Mid-American","401532417","4015324171","1","false","1","25","75","15","0","1","25","75","13","57","1","3","3","0","PUNT","true","0","0","0","0"
"Kent State","Mid-American","Ohio","Mid-American","401532417","4015324172","2","false","1","58","58","13","57","1","53","53","10","43","3","14","5","5","PUNT","false","0","0","0","0"
"Ohio","Mid-American","Kent State","Mid-American","401532417","4015324173","3","false","1","20","80","10","43","1","54","46","6","11","4","32","9","34","PUNT","true","0","0","0","0"
"Kent State","Mid-American","Ohio","Mid-American","401532417","4015324174","4","false","1","88","88","6","11","1","62","62","0","51","5","20","8","26","PUNT","false","0","0","0","0"
"Ohio","Mid-American","Kent State","Mid-American","401532417","4015324175","5","true","1","45","55","0","51","2","100","0","13","35","2","16","6","55","TD","true","0","0","7","0"
"Kent State","Mid-American","Ohio","Mid-American","401532417","4015324176","6","true","2","77","77","13","29","2","0","0","11","20","2","9","7","77","TD","false","0","7","7","7"
"Ohio","Mid-American","Kent State","Mid-American","401532417","4015324177","7","false","2","25","75","11","20","2","50","50","7","13","4","7","9","25","PUNT","true","7","7","7","7"
"Kent State","Mid-American","Ohio","Mid-American","401532417","4015324178","8","false","2","90","90","7","13","2","89","89","4","54","2","19","3","1","PUNT","false","7","7","7","7"
"Ohio","Mid-American","Kent State","Mid-American","401532417","4015324179","9","true","2","59","41","4","54","2","100","0","4","5","0","49","2","41","TD","true","7","7","14","7"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241710","10","false","2","75","75","3","57","2","75","75","2","30","1","27","3","0","PUNT","false","7","14","7","14"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241711","11","true","2","43","57","2","30","2","100","0","0","37","1","53","5","57","TD","true","14","7","21","7"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241712","12","false","2","62","62","0","29","2","73","73","0","0","0","29","2","-11","END OF HALF","false","7","21","7","21"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241713","13","true","3","61","61","14","52","3","19","19","12","18","2","34","7","42","FG","false","7","21","10","21"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241714","14","true","3","10","90","12","12","3","100","0","9","13","2","59","6","90","TD","true","21","10","28","10"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241715","15","false","3","71","71","9","13","3","72","72","8","35","0","38","2","-1","INT","false","10","28","10","28"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241716","16","true","3","69","31","8","35","3","100","0","5","39","2","56","6","31","TD","true","28","10","35","10"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241717","17","false","3","93","93","5","29","3","72","72","3","57","1","32","4","21","PUNT","false","10","35","10","35"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241718","18","true","3","31","69","3","57","4","100","0","13","26","5","31","11","69","TD","true","35","10","42","10"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241719","19","true","4","76","76","13","20","4","0","0","9","57","3","23","10","76","TD","false","10","42","17","42"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241720","20","false","4","25","75","9","57","4","97","3","5","34","4","23","7","72","DOWNS","true","42","17","42","17"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241721","21","false","4","97","97","5","34","4","91","91","4","12","1","22","3","6","PUNT","false","17","42","17","42"
"Ohio","Mid-American","Kent State","Mid-American","401532417","40153241722","22","false","4","50","50","4","12","4","57","43","1","51","2","21","3","7","PUNT","true","42","17","42","17"
"Kent State","Mid-American","Ohio","Mid-American","401532417","40153241723","23","false","4","87","87","1","51","4","66","66","0","0","1","51","3","21","END OF 4TH QUARTER","false","17","42","17","42"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","4015324182","1","true","1","75","75","14","58","1","3","3","0","0","2","18","6","75","TD","false","0","0","7","0"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","4015324184","2","true","1","35","65","12","40","1","97","3","0","0","5","31","12","65","TD","true","0","7","7","7"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","4015324186","3","false","1","75","75","7","6","1","35","35","3","29","3","41","8","33","DOWNS","false","7","14","7","14"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","4015324187","4","false","1","42","58","3","25","2","71","29","12","17","6","8","15","29","MISSED FG","true","14","7","14","7"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","4015324188","5","true","2","71","71","12","12","2","3","3","0","0","0","51","2","71","TD","false","7","7","14","14"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241810","6","false","2","25","75","11","26","2","26","74","10","29","1","6","3","1","PUNT","true","7","7","14","14"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241811","7","true","2","64","64","10","22","2","3","3","0","0","1","45","4","64","TD","false","14","7","21","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241813","8","false","2","21","79","8","29","2","24","76","7","15","1","23","3","3","PUNT","true","7","21","7","21"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241814","9","true","2","53","53","7","11","2","3","3","0","0","1","33","3","53","TD","false","21","7","28","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241816","10","false","2","24","76","5","25","2","25","75","4","8","1","26","3","1","PUNT","true","7","28","7","28"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241817","11","true","2","59","59","4","3","2","3","3","0","0","0","45","2","59","TD","false","28","7","35","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241819","12","false","2","24","76","3","8","2","19","81","2","16","0","59","3","-5","PUNT","true","7","35","7","35"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241820","13","false","2","66","66","2","5","2","63","63","0","31","1","37","3","3","PUNT","false","35","7","35","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241821","14","false","2","27","73","0","30","3","0","100","0","9","0","32","2","8","END OF HALF","true","7","35","7","35"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241823","15","false","3","21","79","14","51","3","27","73","12","51","2","5","4","6","PUNT","true","7","35","7","35"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241824","16","true","3","57","57","12","46","3","3","3","0","0","0","33","4","57","TD","false","35","7","41","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241826","17","false","3","25","75","11","58","3","28","72","10","55","1","29","3","3","PUNT","true","7","41","7","41"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241827","18","true","3","63","63","10","44","3","3","3","0","0","1","39","3","63","TD","false","41","7","48","7"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241829","19","true","3","30","70","8","56","3","97","3","0","0","2","14","5","70","TD","true","7","48","14","48"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241831","20","true","3","50","50","6","30","3","3","3","0","0","2","55","6","50","TD","false","48","14","55","14"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241833","21","false","3","16","84","3","30","3","20","80","2","40","0","57","3","4","INT","true","14","55","14","55"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241834","22","false","3","40","40","2","29","3","34","34","1","6","1","24","4","6","MISSED FG","false","55","14","55","14"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241835","23","false","3","34","66","1","7","4","60","40","10","39","5","33","12","26","PUNT","true","14","55","14","55"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241836","24","false","4","90","90","10","31","4","66","66","8","26","2","20","4","24","PUNT","false","55","14","55","14"
"Akron","Mid-American","Northern Illinois","Mid-American","401532418","40153241837","25","false","4","4","96","8","15","4","33","67","4","19","4","2","6","29","PUNT","true","14","55","14","55"
"Northern Illinois","Mid-American","Akron","Mid-American","401532418","40153241838","26","false","4","63","63","4","14","4","55","55","2","3","2","15","4","9","DOWNS","false","55","14","55","14"
